x skill lower upper
0.0 1.5273475711756561 1.2920941331337976 1.8092408309096695
0.005 1.5281418186581963 1.2933102830477468 1.8099600984885977
0.01 1.5280393381424835 1.2939975362406637 1.80951215367529
0.015 1.5270480308961074 1.2938648582823347 1.8086283629908577
0.02 1.525187041200888 1.2925884177867406 1.8071510949226923
0.03 1.518971091461728 1.2895358767675245 1.799542575417666
0.04 1.5096627501930493 1.2823501117910139 1.7852016524605347
0.05 1.4975599596733966 1.2731266370532701 1.7696358689092886
0.07 1.4661590915691254 1.2485995590228938 1.7308142212130881
0.09 1.4271175502025428 1.2171203606747274 1.690376032407372
0.12 1.359247428716273 1.164103870730959 1.6133093190354997
0.16 1.2616029694643667 1.083379903123505 1.4946773432427096
0.2 1.165353233132371 1.0064043809036622 1.377542721963927
0.25 1.0548886790874288 0.9145548783800732 1.2449680663109013
0.3 0.958341024062616 0.8326664738927702 1.130632328990025
0.4 0.8045327770328073 0.6984229598140599 0.9522817005744434
0.5 0.6915638496481237 0.5982965318198239 0.8156415008033956
0.6 0.6069823063139483 0.5247518056123042 0.7151192451799763
0.8 0.49119298033241315 0.42491349379515947 0.5767394789175743
1.0 0.41715126749091697 0.36198666294835763 0.4858724886498014
