"system","reference","model","domain","severity","skill","ci_low","ci_high","reference_loss","model_loss","n_valid"
"mbr","persistence","GRU (seed 42)","Actuation",0,3.78098249955489,3.3257151536896,4.21847318380383,142.573737473792,37.708118852858,72
"mbr","persistence","GRU (seed 42)","Actuation",0.05,3.36168689129955,2.78579849521284,4.03296821382094,132.880197226076,39.5278327586028,72
"mbr","persistence","GRU (seed 42)","Actuation",0.1,2.62394629720952,2.03537952854589,3.39157263615212,128.800669816877,49.0866257262401,72
"mbr","persistence","GRU (seed 42)","Actuation",0.2,1.86105186194272,1.3974854213468,2.50599788569246,125.360726343898,67.3601466500973,72
"mbr","persistence","GRU (seed 42)","Actuation",0.35,1.42531392531263,1.05988851340106,1.93455560098908,123.83334902442,86.8814559552262,72
"mbr","persistence","GRU (seed 42)","Actuation",0.5,1.23438344286128,0.90530400384671,1.67719832236561,123.642415064706,100.165322031625,72
"mbr","persistence","MLP (seed 42)","Actuation",0,1.60673622452562,1.27767765913635,2.01021985040609,142.573737473792,88.734999122763,72
"mbr","persistence","MLP (seed 42)","Actuation",0.05,1.74209748591128,1.45681859321774,2.09556239363316,132.880197226076,76.2759824296325,72
"mbr","persistence","MLP (seed 42)","Actuation",0.1,1.79732128121887,1.56949104577537,2.07149204399953,128.800669816877,71.6625742780558,72
"mbr","persistence","MLP (seed 42)","Actuation",0.2,1.68633635268634,1.45666743116698,1.91695378406684,125.360726343898,74.3390997556318,72
"mbr","persistence","MLP (seed 42)","Actuation",0.35,1.49078572662223,1.22967377613925,1.73077169061018,123.83334902442,83.0658268408545,72
"mbr","persistence","MLP (seed 42)","Actuation",0.5,1.36565246088317,1.08722213611477,1.61656089050202,123.642415064706,90.5372476572455,72
"mbr","persistence","Ridge","Actuation",0,1.56778314637697,1.27593735353146,1.89669040529183,142.573737473792,90.9397054071348,72
"mbr","persistence","Ridge","Actuation",0.05,1.55475437050586,1.27252968207594,1.88413584362975,132.880197226076,85.4670035002648,72
"mbr","persistence","Ridge","Actuation",0.1,1.47518095021814,1.20700753918801,1.81367125681182,128.800669816877,87.311776767339,72
"mbr","persistence","Ridge","Actuation",0.2,1.27283021132538,1.02371723890289,1.56680497894312,125.360726343898,98.4897476729136,72
"mbr","persistence","Ridge","Actuation",0.35,1.06964879294746,0.843829150926463,1.31493482505951,123.83334902442,115.770101215365,72
"mbr","persistence","Ridge","Actuation",0.5,0.964335543457291,0.745515615961204,1.2001623384794,123.642415064706,128.215138292455,72
"mbr","persistence","GRU (seed 42)","Observation bias",0,3.78098249955489,3.3257151536896,4.21847318380383,142.573737473792,37.708118852858,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.005,3.79177577825834,3.33271461184111,4.23241777467074,142.881170506964,37.6818617087621,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.01,3.79644249421996,3.33379423633641,4.24020609510224,143.219038075965,37.7245377202511,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.015,3.79491053849467,3.32930696677734,4.2457947991685,143.584352897085,37.8360310317198,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.02,3.78728684406397,3.31969721250002,4.24366169835193,143.974790316067,38.0152854124917,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.03,3.75498815558611,3.28568256324781,4.21564919203717,144.823744333048,38.5683624907313,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.04,3.70309728113829,3.23589361600035,4.16954126311751,145.753843173381,39.35998222779,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.05,3.63614030517411,3.17427030939534,4.09943742064578,146.755859831656,40.3603402274733,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.07,3.47477307381304,3.03242843696721,3.93297511125019,148.947360632677,42.8653490368021,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.09,3.29960406400934,2.8784653615473,3.74389639875754,151.352742250575,45.8699708554325,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.12,3.04484236423801,2.66085767505574,3.457191409205,155.291719396813,51.0015629120016,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.16,2.74845057129238,2.40458147123799,3.12154022561991,161.042917587723,58.5940745195928,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.2,2.50599282575873,2.20082764077084,2.84782003046888,167.24879422751,66.7395343308189,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.25,2.26653463352102,1.99729501612364,2.56819582586052,175.514199186027,77.437245648159,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.3,2.08094506836695,1.84053335733492,2.35062360870755,184.236235947568,88.5348867436226,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.4,1.81801108678715,1.6201437212232,2.03994358894108,202.745266711272,111.520368706645,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.5,1.64475756064728,1.47902935037883,1.83176402346694,222.3453232225,135.184253620332,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.6,1.52425482882171,1.38265354962542,1.68384190935489,242.77769875259,159.276319262353,72
"mbr","persistence","GRU (seed 42)","Observation bias",0.8,1.37098249498802,1.26334469495716,1.49274320885271,285.498942568808,208.244046596162,72
"mbr","persistence","GRU (seed 42)","Observation bias",1,1.27998969259208,1.19327548515129,1.37749660744481,330.020390267022,257.830506118143,72
"mbr","persistence","MLP (seed 42)","Observation bias",0,1.60673622452562,1.27767765913635,2.01021985040609,142.573737473792,88.734999122763,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.005,1.60997815241789,1.2806090450413,2.0137304433883,142.881170506964,88.7472729318615,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.01,1.61278307799807,1.28368396276745,2.01671598500928,143.219038075965,88.8024186450053,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.015,1.61511937346142,1.2864783000249,2.01914643321656,143.584352897085,88.9001489650664,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.02,1.61696715385826,1.28896509628767,2.02108146322997,143.974790316067,89.0400216062072,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.03,1.61918726539173,1.29302828229366,2.02433174676315,144.823744333048,89.4422451488405,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.04,1.6195255124808,1.29584200117105,2.02414420679939,145.753843173381,89.9978679249785,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.05,1.61817702619233,1.29750644949895,2.02060523177687,146.755859831656,90.6920920617576,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.07,1.61134223508237,1.29630297448066,2.00402337911525,148.947360632677,92.4368252688811,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.09,1.60045560151583,1.29363498601516,1.97940894043153,151.352742250575,94.5685354265535,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.12,1.57936392406018,1.28624932079103,1.9365553704727,155.291719396813,98.3254821963981,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.16,1.54665444259493,1.27529716124773,1.86813725533577,161.042917587723,104.123398965272,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.2,1.51240794551939,1.2598262580521,1.8061719173189,167.24879422751,110.584445633862,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.25,1.47069378692363,1.24071268198436,1.73295038830258,175.514199186027,119.341089726887,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.3,1.43188513590647,1.22359177902513,1.66515871245468,184.236235947568,128.666910024829,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.4,1.3646924131999,1.19000688096621,1.55365426579446,202.745266711272,148.564808267585,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.5,1.31061766627451,1.16306436351862,1.46925592193652,222.3453232225,169.64926457502,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.6,1.26731046580421,1.14059057778352,1.4019947227866,242.77769875259,191.569236823534,72
"mbr","persistence","MLP (seed 42)","Observation bias",0.8,1.20415113093969,1.1081701162163,1.30682991810501,285.498942568808,237.095606384567,72
"mbr","persistence","MLP (seed 42)","Observation bias",1,1.16156524846747,1.08712702457522,1.24234025197302,330.020390267022,284.116962609239,72
"mbr","persistence","Ridge","Observation bias",0,1.56778314637697,1.27593735353146,1.89669040529183,142.573737473792,90.9397054071348,72
"mbr","persistence","Ridge","Observation bias",0.005,1.56615545799858,1.27410801068787,1.8928055322718,142.881170506964,91.2305159601176,72
"mbr","persistence","Ridge","Observation bias",0.01,1.5636270110298,1.2723245584317,1.88869189350894,143.219038075965,91.5941187161004,72
"mbr","persistence","Ridge","Observation bias",0.015,1.56018966323513,1.26998430724752,1.88407026736214,143.584352897085,92.0300629343714,72
"mbr","persistence","Ridge","Observation bias",0.02,1.55585434700449,1.26710495806703,1.87824351168397,143.974790316067,92.5374477329854,72
"mbr","persistence","Ridge","Observation bias",0.03,1.54461323352012,1.25947218303075,1.86307118808694,144.823744333048,93.7605228222726,72
"mbr","persistence","Ridge","Observation bias",0.04,1.53026959501543,1.2496371082217,1.84371017505475,145.753843173381,95.2471666745173,72
"mbr","persistence","Ridge","Observation bias",0.05,1.51330236102178,1.23893999260704,1.81993014993002,146.755859831656,96.9772225377134,72
"mbr","persistence","Ridge","Observation bias",0.07,1.47348529791687,1.2113013709014,1.76679240032273,148.947360632677,101.085067386319,72
"mbr","persistence","Ridge","Observation bias",0.09,1.4287636526501,1.18037522007635,1.70992205467561,151.352742250575,105.932665609069,72
"mbr","persistence","Ridge","Observation bias",0.12,1.35846887655819,1.1303518558332,1.61695773233872,155.291719396813,114.313785230221,72
"mbr","persistence","Ridge","Observation bias",0.16,1.26763502847394,1.06541362601517,1.49880444544512,161.042917587723,127.042022325304,72
"mbr","persistence","Ridge","Observation bias",0.2,1.18574732026733,1.00966811178735,1.39333678658128,167.24879422751,141.049270252454,72
"mbr","persistence","Ridge","Observation bias",0.25,1.09813063915,0.945724359622968,1.28001413611668,175.514199186027,159.829980995598,72
"mbr","persistence","Ridge","Observation bias",0.3,1.02568904098959,0.894950430938187,1.18525233285591,184.236235947568,179.621921054959,72
"mbr","persistence","Ridge","Observation bias",0.4,0.916430518758414,0.813918619721876,1.04239545260041,202.745266711272,221.233647899409,72
"mbr","persistence","Ridge","Observation bias",0.5,0.840285664811151,0.756876313922786,0.943825716304902,222.3453232225,264.606826623027,72
"mbr","persistence","Ridge","Observation bias",0.6,0.785462542718382,0.713703920290975,0.872662322631981,242.77769875259,309.088830528275,72
"mbr","persistence","Ridge","Observation bias",0.8,0.713704215243914,0.65971059623231,0.778532476329226,285.498942568808,400.024178743622,72
"mbr","persistence","Ridge","Observation bias",1,0.670167353495368,0.626695334512808,0.720992193184377,330.020390267022,492.444743161162,72
"mbr","persistence","GRU (seed 42)","Observation noise",0,3.78098249955489,3.3257151536896,4.21847318380383,142.573737473792,37.708118852858,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.005,3.78395625956058,3.33043801349905,4.21964882970811,142.622750076161,37.6914372928621,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.01,3.78042248990999,3.32989386304785,4.21422100538632,142.718809461596,37.7520792563569,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.015,3.77052753246065,3.31984790937573,4.20146936327715,142.857903933512,37.8880415813547,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.02,3.75462752689481,3.30499909688047,4.18321151483684,143.03599199232,38.0959205587604,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.03,3.7069543303564,3.26944017176893,4.12654372170979,143.49611533062,38.7099765852319,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.04,3.6422970077655,3.21686388427597,4.05604602877728,144.07841022426,39.5570185289886,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.05,3.56567935394956,3.15139223708116,3.97752894896542,144.76773547156,40.6003235571944,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.07,3.39322766407033,3.00808349053845,3.79132752071052,146.421537623794,43.1511092445104,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.09,3.21414357695157,2.84881131820517,3.59788195539602,148.382997575672,46.1656407136625,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.12,2.95947225056149,2.62966200538085,3.31866437887138,151.784997407812,51.287859644237,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.16,2.66686923952285,2.36885829825528,2.99607276628582,156.979571780709,58.8628679105375,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.2,2.42914028978361,2.16309622245046,2.72936529699916,162.736645087742,66.9935144430208,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.25,2.1955344406361,1.96573032339044,2.46482108114913,170.525160257892,77.6690891756114,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.3,2.01528569382178,1.81115230241438,2.25599913628791,178.824403410999,88.7340211659405,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.4,1.76110052027884,1.59741076926683,1.96592699056651,196.576278280734,111.621270913945,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.5,1.59426553474646,1.45861196497524,1.76621996910984,215.480774460811,135.159902641363,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.6,1.47841896152746,1.3633403166603,1.6267436121287,235.243186755687,159.118080109471,72
"mbr","persistence","GRU (seed 42)","Observation noise",0.8,1.33110395420633,1.24324368668454,1.44580312824875,276.631201282503,207.82088461862,72
"mbr","persistence","GRU (seed 42)","Observation noise",1,1.24364297558848,1.17395313049687,1.33688043540054,319.786730405323,257.137085709027,72
"mbr","persistence","MLP (seed 42)","Observation noise",0,1.60673622452562,1.27767765913635,2.01021985040609,142.573737473792,88.734999122763,72
"mbr","persistence","MLP (seed 42)","Observation noise",0.005,1.60657416900979,1.27748309599441,2.00990368164685,142.622750076161,88.7744573685422,72
"mbr","persistence","MLP (seed 42)","Observation noise",0.01,1.60612549025463,1.27760632994835,2.00917426575772,142.718809461596,88.859065077767,72
"mbr","persistence","MLP (seed 42)","Observation noise",0.015,1.60536686118855,1.27763758573379,2.00803754502875,142.857903933512,88.9876995640395,72
"mbr","persistence","MLP (seed 42)","Observation noise",0.02,1.60428425525846,1.27755916232259,2.00543266873936,143.03599199232,89.1587581960501,72
"mbr","persistence","MLP (seed 42)","Observation noise",0.03,1.60115827455606,1.27696722345436,1.9972599556176,143.49611533062,89.6201940875622,72
"mbr","persistence","MLP (seed 42)","Observation noise",0.04,1.59685353816543,1.27577580019542,1.98648980685932,144.07841022426,90.2264401717056,72
"mbr","persistence","MLP (seed 42)","Observation noise",0.05,1.59154486237148,1.27412192370925,1.97384551889651,144.76773547156,90.9605119492822,72
"mbr","persistence","MLP (seed 42)","Observation noise",0.07,1.5785383603086,1.27083205623379,1.9470015346465,146.421537623794,92.7576682996595,72
"mbr","persistence","MLP (seed 42)","Observation noise",0.09,1.5632444007535,1.26620077172694,1.91901409885904,148.382997575672,94.9198970449857,72
