system,reference,model,domain,metric,value
tep,history_mean,mlp_s7,actuation_idv14,normalized_trapezoid,1.0376574544035124
tep,history_mean,ridge,actuation_idv14,grid_mean,1.1962953444611362
tep,history_mean,ridge,actuation_idv14,grid_min,0.9638408883430609
tep,history_mean,ridge,actuation_idv14,normalized_trapezoid,1.0532131288175415
tep,drift,gru_s123,actuation_idv14,grid_mean,2.0228480463307332
tep,drift,gru_s123,actuation_idv14,grid_min,1.5460914810407327
tep,drift,gru_s123,actuation_idv14,normalized_trapezoid,1.7253970388802944
tep,drift,gru_s2024,actuation_idv14,grid_mean,2.0282495777242913
tep,drift,gru_s2024,actuation_idv14,grid_min,1.550304538100795
tep,drift,gru_s2024,actuation_idv14,normalized_trapezoid,1.7303659877611
tep,drift,gru_s31337,actuation_idv14,grid_mean,2.0200985527633053
tep,drift,gru_s31337,actuation_idv14,grid_min,1.5415110628196371
tep,drift,gru_s31337,actuation_idv14,normalized_trapezoid,1.7218003103885737
tep,drift,gru_s42,actuation_idv14,grid_mean,2.019975556631739
tep,drift,gru_s42,actuation_idv14,grid_min,1.5400016818332505
tep,drift,gru_s42,actuation_idv14,normalized_trapezoid,1.7193727770297458
tep,drift,gru_s7,actuation_idv14,grid_mean,2.0208454035916916
tep,drift,gru_s7,actuation_idv14,grid_min,1.5371862204226092
tep,drift,gru_s7,actuation_idv14,normalized_trapezoid,1.7166968880629074
tep,drift,mlp_s123,actuation_idv14,grid_mean,2.1252254796666374
tep,drift,mlp_s123,actuation_idv14,grid_min,1.6975857252733035
tep,drift,mlp_s123,actuation_idv14,normalized_trapezoid,1.8919498373550414
tep,drift,mlp_s2024,actuation_idv14,grid_mean,2.1151663713209947
tep,drift,mlp_s2024,actuation_idv14,grid_min,1.6942118485021629
tep,drift,mlp_s2024,actuation_idv14,normalized_trapezoid,1.8874486572818656
tep,drift,mlp_s31337,actuation_idv14,grid_mean,2.129418932432868
tep,drift,mlp_s31337,actuation_idv14,grid_min,1.6960939862692763
tep,drift,mlp_s31337,actuation_idv14,normalized_trapezoid,1.890901651759353
tep,drift,mlp_s42,actuation_idv14,grid_mean,2.1152306146231266
tep,drift,mlp_s42,actuation_idv14,grid_min,1.694330263613633
tep,drift,mlp_s42,actuation_idv14,normalized_trapezoid,1.885382672439142
tep,drift,mlp_s7,actuation_idv14,grid_mean,2.111086672690803
tep,drift,mlp_s7,actuation_idv14,grid_min,1.691995058414504
tep,drift,mlp_s7,actuation_idv14,normalized_trapezoid,1.8839943954738623
tep,drift,ridge,actuation_idv14,grid_mean,2.1517366401089615
tep,drift,ridge,actuation_idv14,grid_min,1.7177695535599746
tep,drift,ridge,actuation_idv14,normalized_trapezoid,1.9120743288590618
tep,ar1,gru_s123,actuation_idv14,grid_mean,1.0502520839288656
tep,ar1,gru_s123,actuation_idv14,grid_min,0.8463487850457719
tep,ar1,gru_s123,actuation_idv14,normalized_trapezoid,0.9304143302352055
tep,ar1,gru_s2024,actuation_idv14,grid_mean,1.0531212936043786
tep,ar1,gru_s2024,actuation_idv14,grid_min,0.8490391859061645
tep,ar1,gru_s2024,actuation_idv14,normalized_trapezoid,0.9331101146530703
tep,ar1,gru_s31337,actuation_idv14,grid_mean,1.0487154285916545
tep,ar1,gru_s31337,actuation_idv14,grid_min,0.8441615228956713
tep,ar1,gru_s31337,actuation_idv14,normalized_trapezoid,0.9284347850919233
tep,ar1,gru_s42,actuation_idv14,grid_mean,1.048550561193406
tep,ar1,gru_s42,actuation_idv14,grid_min,0.841533207773098
tep,ar1,gru_s42,actuation_idv14,normalized_trapezoid,0.9270892644627649
tep,ar1,gru_s7,actuation_idv14,grid_mean,1.048871444194233
tep,ar1,gru_s7,actuation_idv14,grid_min,0.8369472812929822
tep,ar1,gru_s7,actuation_idv14,normalized_trapezoid,0.9256028780251933
tep,ar1,mlp_s123,actuation_idv14,grid_mean,1.1077679814857138
tep,ar1,mlp_s123,actuation_idv14,grid_min,0.9805445665056612
tep,ar1,mlp_s123,actuation_idv14,normalized_trapezoid,1.0217949722440367
tep,ar1,mlp_s2024,actuation_idv14,grid_mean,1.1028809070100316
tep,ar1,mlp_s2024,actuation_idv14,grid_min,0.9777906947717846
tep,ar1,mlp_s2024,actuation_idv14,normalized_trapezoid,1.0194908832388296
tep,ar1,mlp_s31337,actuation_idv14,grid_mean,1.1095655324494857
tep,ar1,mlp_s31337,actuation_idv14,grid_min,0.9781564187024496
tep,ar1,mlp_s31337,actuation_idv14,normalized_trapezoid,1.021105613167244
tep,ar1,mlp_s42,actuation_idv14,grid_mean,1.1028068565124498
tep,ar1,mlp_s42,actuation_idv14,grid_min,0.9769941471090489
tep,ar1,mlp_s42,actuation_idv14,normalized_trapezoid,1.0183332824933686
tep,ar1,mlp_s7,actuation_idv14,grid_mean,1.1007619863186828
tep,ar1,mlp_s7,actuation_idv14,grid_min,0.9775597769851178
tep,ar1,mlp_s7,actuation_idv14,normalized_trapezoid,1.0176190242442549
tep,ar1,ridge,actuation_idv14,grid_mean,1.1214768881442965
tep,ar1,ridge,actuation_idv14,grid_min,0.9722745950490308
tep,ar1,ridge,actuation_idv14,normalized_trapezoid,1.0325809600094258
tep,persistence,gru_s123,actuation_idv6,grid_mean,1.9409968769960224
tep,persistence,gru_s123,actuation_idv6,grid_min,1.5843965274909573
tep,persistence,gru_s123,actuation_idv6,normalized_trapezoid,1.9124408496633205
tep,persistence,gru_s2024,actuation_idv6,grid_mean,1.9443972767111475
tep,persistence,gru_s2024,actuation_idv6,grid_min,1.6101240724681394
tep,persistence,gru_s2024,actuation_idv6,normalized_trapezoid,1.9156596259362704
tep,persistence,gru_s31337,actuation_idv6,grid_mean,1.9423538889818983
tep,persistence,gru_s31337,actuation_idv6,grid_min,1.592754285506956
tep,persistence,gru_s31337,actuation_idv6,normalized_trapezoid,1.913493587402257
tep,persistence,gru_s42,actuation_idv6,grid_mean,1.940248653579328
tep,persistence,gru_s42,actuation_idv6,grid_min,1.5912640195204268
tep,persistence,gru_s42,actuation_idv6,normalized_trapezoid,1.908534549601082
tep,persistence,gru_s7,actuation_idv6,grid_mean,1.9480645848870597
tep,persistence,gru_s7,actuation_idv6,grid_min,1.5986694819544545
tep,persistence,gru_s7,actuation_idv6,normalized_trapezoid,1.9177193004438817
tep,persistence,mlp_s123,actuation_idv6,grid_mean,1.9008581666078752
tep,persistence,mlp_s123,actuation_idv6,grid_min,1.603898471047083
tep,persistence,mlp_s123,actuation_idv6,normalized_trapezoid,1.8755538656306185
tep,persistence,mlp_s2024,actuation_idv6,grid_mean,1.888741159491215
tep,persistence,mlp_s2024,actuation_idv6,grid_min,1.6089681288346116
tep,persistence,mlp_s2024,actuation_idv6,normalized_trapezoid,1.8687484183835195
tep,persistence,mlp_s31337,actuation_idv6,grid_mean,1.922763577173798
tep,persistence,mlp_s31337,actuation_idv6,grid_min,1.6253236428876112
tep,persistence,mlp_s31337,actuation_idv6,normalized_trapezoid,1.8977806161018478
tep,persistence,mlp_s42,actuation_idv6,grid_mean,1.888707279593289
tep,persistence,mlp_s42,actuation_idv6,grid_min,1.6159582746321237
tep,persistence,mlp_s42,actuation_idv6,normalized_trapezoid,1.867139137786154
tep,persistence,mlp_s7,actuation_idv6,grid_mean,1.8706683774155963
tep,persistence,mlp_s7,actuation_idv6,grid_min,1.573350402017353
tep,persistence,mlp_s7,actuation_idv6,normalized_trapezoid,1.8448227355652516
tep,persistence,ridge,actuation_idv6,grid_mean,1.957170789854581
tep,persistence,ridge,actuation_idv6,grid_min,1.7940145199410267
tep,persistence,ridge,actuation_idv6,normalized_trapezoid,1.9434026945092027
tep,history_mean,gru_s123,actuation_idv6,grid_mean,1.9052092493477448
tep,history_mean,gru_s123,actuation_idv6,grid_min,1.5731514022930506
tep,history_mean,gru_s123,actuation_idv6,normalized_trapezoid,1.8762252819985086
tep,history_mean,gru_s2024,actuation_idv6,grid_mean,1.908583733003419
tep,history_mean,gru_s2024,actuation_idv6,grid_min,1.598696348117001
tep,history_mean,gru_s2024,actuation_idv6,normalized_trapezoid,1.879421002292418
tep,history_mean,gru_s31337,actuation_idv6,grid_mean,1.906553231297257
tep,history_mean,gru_s31337,actuation_idv6,grid_min,1.581449841802834
tep,history_mean,gru_s31337,actuation_idv6,normalized_trapezoid,1.8772705874020297
tep,history_mean,gru_s42,actuation_idv6,grid_mean,1.9044921683279084
tep,history_mean,gru_s42,actuation_idv6,grid_min,1.5799701528576613
tep,history_mean,gru_s42,actuation_idv6,normalized_trapezoid,1.8724146752467428
tep,history_mean,gru_s7,actuation_idv6,grid_mean,1.9121630926279916
tep,history_mean,gru_s7,actuation_idv6,grid_min,1.5873230556257378
tep,history_mean,gru_s7,actuation_idv6,normalized_trapezoid,1.8814226077997298
tep,history_mean,mlp_s123,actuation_idv6,grid_mean,1.865889342200116
tep,history_mean,mlp_s123,actuation_idv6,grid_min,1.5925149323945353
tep,history_mean,mlp_s123,actuation_idv6,normalized_trapezoid,1.8401145036945916
tep,history_mean,mlp_s2024,actuation_idv6,grid_mean,1.854010789634854
tep,history_mean,mlp_s2024,actuation_idv6,grid_min,1.5975486086991824
tep,history_mean,mlp_s2024,actuation_idv6,normalized_trapezoid,1.8334470476155418
tep,history_mean,mlp_s31337,actuation_idv6,grid_mean,1.887395362632288
tep,history_mean,mlp_s31337,actuation_idv6,grid_min,1.6137880408244507
tep,history_mean,mlp_s31337,actuation_idv6,normalized_trapezoid,1.8619241929434995
tep,history_mean,mlp_s42,actuation_idv6,grid_mean,1.8539914279262781
tep,history_mean,mlp_s42,actuation_idv6,grid_min,1.6044891425067156
tep,history_mean,mlp_s42,actuation_idv6,normalized_trapezoid,1.8318845148659393
tep,history_mean,mlp_s7,actuation_idv6,grid_mean,1.836248478746862
tep,history_mean,mlp_s7,actuation_idv6,grid_min,1.5621836757945433
tep,history_mean,mlp_s7,actuation_idv6,normalized_trapezoid,1.8099588781908713
tep,history_mean,ridge,actuation_idv6,grid_mean,1.921372239654314
tep,history_mean,ridge,actuation_idv6,grid_min,1.7812816481292293
tep,history_mean,ridge,actuation_idv6,normalized_trapezoid,1.906877475092887
tep,drift,gru_s123,actuation_idv6,grid_mean,3.3712827253075113
tep,drift,gru_s123,actuation_idv6,grid_min,2.6961195369955417
tep,drift,gru_s123,actuation_idv6,normalized_trapezoid,3.3291026949434785
tep,drift,gru_s2024,actuation_idv6,grid_mean,3.37707128327277
tep,drift,gru_s2024,actuation_idv6,grid_min,2.7398993203063253
tep,drift,gru_s2024,actuation_idv6,normalized_trapezoid,3.334581307557286
tep,drift,gru_s31337,actuation_idv6,grid_mean,3.3735994183830202
tep,drift,gru_s31337,actuation_idv6,grid_min,2.7103416804308718
tep,drift,gru_s31337,actuation_idv6,normalized_trapezoid,3.330893306059327
tep,drift,gru_s42,actuation_idv6,grid_mean,3.369905685006229
tep,drift,gru_s42,actuation_idv6,grid_min,2.7078057399816937
tep,drift,gru_s42,actuation_idv6,normalized_trapezoid,3.322214085368162
tep,drift,gru_s7,actuation_idv6,grid_mean,3.3834940928879833
tep,drift,gru_s7,actuation_idv6,grid_min,2.7204073908957405
tep,drift,gru_s7,actuation_idv6,normalized_trapezoid,3.338220607411187
tep,drift,mlp_s123,actuation_idv6,grid_mean,3.3013361049340966
tep,drift,mlp_s123,actuation_idv6,grid_min,2.729305403108439
tep,drift,mlp_s123,actuation_idv6,normalized_trapezoid,3.264651872830118
tep,drift,mlp_s2024,actuation_idv6,grid_mean,3.2802790387306273
tep,drift,mlp_s2024,actuation_idv6,grid_min,2.737932286069665
tep,drift,mlp_s2024,actuation_idv6,normalized_trapezoid,3.2528039004306244
tep,drift,mlp_s31337,actuation_idv6,grid_mean,3.3393736734217523
tep,drift,mlp_s31337,actuation_idv6,grid_min,2.7657639684867736
tep,drift,mlp_s31337,actuation_idv6,normalized_trapezoid,3.303334329508547
tep,drift,mlp_s42,actuation_idv6,grid_mean,3.2801650998301857
tep,drift,mlp_s42,actuation_idv6,grid_min,2.7498272052544253
tep,drift,mlp_s42,actuation_idv6,normalized_trapezoid,3.249940378300697
tep,drift,mlp_s7,actuation_idv6,grid_mean,3.248917966279749
tep,drift,mlp_s7,actuation_idv6,grid_min,2.6773226801603083
tep,drift,mlp_s7,actuation_idv6,normalized_trapezoid,3.2111711181109053
tep,drift,ridge,actuation_idv6,grid_mean,3.3985713668395117
tep,drift,ridge,actuation_idv6,grid_min,3.052820119800651
tep,drift,ridge,actuation_idv6,normalized_trapezoid,3.3821783916234494
tep,ar1,gru_s123,actuation_idv6,grid_mean,1.5539752752666196
tep,ar1,gru_s123,actuation_idv6,grid_min,1.31219948915897
tep,ar1,gru_s123,actuation_idv6,normalized_trapezoid,1.5300042344363656
tep,ar1,gru_s2024,actuation_idv6,grid_mean,1.5567908451727623
tep,ar1,gru_s2024,actuation_idv6,grid_min,1.3335070790145436
tep,ar1,gru_s2024,actuation_idv6,normalized_trapezoid,1.532676408355616
tep,ar1,gru_s31337,actuation_idv6,grid_mean,1.5550921741374433
tep,ar1,gru_s31337,actuation_idv6,grid_min,1.3191213964017705
tep,ar1,gru_s31337,actuation_idv6,normalized_trapezoid,1.530878701428273
tep,ar1,gru_s42,actuation_idv6,grid_mean,1.553412705311072
tep,ar1,gru_s42,actuation_idv6,grid_min,1.3178871559623955
tep,ar1,gru_s42,actuation_idv6,normalized_trapezoid,1.5269229693323307
tep,ar1,gru_s7,actuation_idv6,grid_mean,1.5596721541591003
tep,ar1,gru_s7,actuation_idv6,grid_min,1.3240203706307623
tep,ar1,gru_s7,actuation_idv6,normalized_trapezoid,1.5342704302067183
tep,ar1,mlp_s123,actuation_idv6,grid_mean,1.522045696565717
tep,ar1,mlp_s123,actuation_idv6,grid_min,1.3283510269387704
tep,ar1,mlp_s123,actuation_idv6,normalized_trapezoid,1.5007023409511242
tep,ar1,mlp_s2024,actuation_idv6,grid_mean,1.5123950891482254
tep,ar1,mlp_s2024,actuation_idv6,grid_min,1.3325497248300997
tep,ar1,mlp_s2024,actuation_idv6,normalized_trapezoid,1.49530033712206
tep,ar1,mlp_s31337,actuation_idv6,grid_mean,1.53959603512348
tep,ar1,mlp_s31337,actuation_idv6,grid_min,1.3460953851574833
tep,ar1,mlp_s31337,actuation_idv6,normalized_trapezoid,1.5184961578898197
tep,ar1,mlp_s42,actuation_idv6,grid_mean,1.5123991930456886
tep,ar1,mlp_s42,actuation_idv6,grid_min,1.3383389736611153
tep,ar1,mlp_s42,actuation_idv6,normalized_trapezoid,1.494048267475195
tep,ar1,mlp_s7,actuation_idv6,grid_mean,1.497852321129438
tep,ar1,mlp_s7,actuation_idv6,grid_min,1.3030510721104906
tep,ar1,mlp_s7,actuation_idv6,normalized_trapezoid,1.4760940390519017
tep,ar1,ridge,actuation_idv6,grid_mean,1.5676884471060584
tep,ar1,ridge,actuation_idv6,grid_min,1.4858054128270142
tep,ar1,ridge,actuation_idv6,normalized_trapezoid,1.5555400375648873
tep,persistence,gru_s123,dynamics_idv13,grid_mean,1.7626016443653494
tep,persistence,gru_s123,dynamics_idv13,grid_min,1.3712006310923452
tep,persistence,gru_s123,dynamics_idv13,normalized_trapezoid,1.6155577717625675
tep,persistence,gru_s2024,dynamics_idv13,grid_mean,1.7650592587105853
tep,persistence,gru_s2024,dynamics_idv13,grid_min,1.3732989799444377
tep,persistence,gru_s2024,dynamics_idv13,normalized_trapezoid,1.6180903911117364
tep,persistence,gru_s31337,dynamics_idv13,grid_mean,1.7611068461835258
tep,persistence,gru_s31337,dynamics_idv13,grid_min,1.3725249164573396
tep,persistence,gru_s31337,dynamics_idv13,normalized_trapezoid,1.6146199090628637
tep,persistence,gru_s42,dynamics_idv13,grid_mean,1.7673727650323476
tep,persistence,gru_s42,dynamics_idv13,grid_min,1.3749166834176865
tep,persistence,gru_s42,dynamics_idv13,normalized_trapezoid,1.620338254567374
tep,persistence,gru_s7,dynamics_idv13,grid_mean,1.772048861261147
tep,persistence,gru_s7,dynamics_idv13,grid_min,1.376628197878325
tep,persistence,gru_s7,dynamics_idv13,normalized_trapezoid,1.6239656707105368
tep,persistence,mlp_s123,dynamics_idv13,grid_mean,1.7268237307591014
tep,persistence,mlp_s123,dynamics_idv13,grid_min,1.3608327248451
tep,persistence,mlp_s123,dynamics_idv13,normalized_trapezoid,1.5896514640379376
tep,persistence,mlp_s2024,dynamics_idv13,grid_mean,1.7120898465419794
tep,persistence,mlp_s2024,dynamics_idv13,grid_min,1.3530298118990958
tep,persistence,mlp_s2024,dynamics_idv13,normalized_trapezoid,1.5781332636310434
tep,persistence,mlp_s31337,dynamics_idv13,grid_mean,1.7467459703875043
tep,persistence,mlp_s31337,dynamics_idv13,grid_min,1.369813134370837
tep,persistence,mlp_s31337,dynamics_idv13,normalized_trapezoid,1.606386388807284
tep,persistence,mlp_s42,dynamics_idv13,grid_mean,1.7122502099541967
tep,persistence,mlp_s42,dynamics_idv13,grid_min,1.3529634628992027
tep,persistence,mlp_s42,dynamics_idv13,normalized_trapezoid,1.5782494089833659
tep,persistence,mlp_s7,dynamics_idv13,grid_mean,1.711522988932075
tep,persistence,mlp_s7,dynamics_idv13,grid_min,1.35721124396504
tep,persistence,mlp_s7,dynamics_idv13,normalized_trapezoid,1.579605531960749
tep,persistence,ridge,dynamics_idv13,grid_mean,1.7429150268009534
tep,persistence,ridge,dynamics_idv13,grid_min,1.3665579581583231
tep,persistence,ridge,dynamics_idv13,normalized_trapezoid,1.601906249233721
tep,history_mean,gru_s123,dynamics_idv13,grid_mean,1.7429559360163753
tep,history_mean,gru_s123,dynamics_idv13,grid_min,1.3699478427830596
tep,history_mean,gru_s123,dynamics_idv13,normalized_trapezoid,1.604529329710082
tep,history_mean,gru_s2024,dynamics_idv13,grid_mean,1.7453905153703895
tep,history_mean,gru_s2024,dynamics_idv13,grid_min,1.3720442744927215
tep,history_mean,gru_s2024,dynamics_idv13,normalized_trapezoid,1.607048288462731
tep,history_mean,gru_s31337,dynamics_idv13,grid_mean,1.7414828455824014
tep,history_mean,gru_s31337,dynamics_idv13,grid_min,1.3712709182235645
tep,history_mean,gru_s31337,dynamics_idv13,normalized_trapezoid,1.603607303136089
tep,history_mean,gru_s42,dynamics_idv13,grid_mean,1.7476789779019914
tep,history_mean,gru_s42,dynamics_idv13,grid_min,1.3736604999619835
tep,history_mean,gru_s42,dynamics_idv13,normalized_trapezoid,1.6092797931452123
tep,history_mean,gru_s7,dynamics_idv13,grid_mean,1.7522944988270122
tep,history_mean,gru_s7,dynamics_idv13,grid_min,1.3753704507088527
tep,history_mean,gru_s7,dynamics_idv13,normalized_trapezoid,1.612873037107471
tep,history_mean,mlp_s123,dynamics_idv13,grid_mean,1.7076662904333098
tep,history_mean,mlp_s123,dynamics_idv13,grid_min,1.3595894091041925
tep,history_mean,mlp_s123,dynamics_idv13,normalized_trapezoid,1.578884782092441
tep,history_mean,mlp_s2024,dynamics_idv13,grid_mean,1.6931198703409662
tep,history_mean,mlp_s2024,dynamics_idv13,grid_min,1.351793625237548
tep,history_mean,mlp_s2024,dynamics_idv13,normalized_trapezoid,1.5674614648091267
tep,history_mean,mlp_s31337,dynamics_idv13,grid_mean,1.7273481270015143
tep,history_mean,mlp_s31337,dynamics_idv13,grid_min,1.368561613738675
tep,history_mean,mlp_s31337,dynamics_idv13,normalized_trapezoid,1.5954816775898566
tep,history_mean,mlp_s42,dynamics_idv13,grid_mean,1.6932800797306824
tep,history_mean,mlp_s42,dynamics_idv13,grid_min,1.351727336856976
tep,history_mean,mlp_s42,dynamics_idv13,normalized_trapezoid,1.5675796174695253
tep,history_mean,mlp_s7,dynamics_idv13,grid_mean,1.6925854235308746
tep,history_mean,mlp_s7,dynamics_idv13,grid_min,1.3559712369659793
tep,history_mean,mlp_s7,dynamics_idv13,normalized_trapezoid,1.5689461219382885
tep,history_mean,ridge,dynamics_idv13,grid_mean,1.7235464952918835
tep,history_mean,ridge,dynamics_idv13,grid_min,1.3653094115961921
tep,history_mean,ridge,dynamics_idv13,normalized_trapezoid,1.5910267745300015
tep,drift,gru_s123,dynamics_idv13,grid_mean,2.884752217740227
tep,drift,gru_s123,dynamics_idv13,grid_min,1.9335530741057725
tep,drift,gru_s123,dynamics_idv13,normalized_trapezoid,2.5345262234075867
tep,drift,gru_s2024,dynamics_idv13,grid_mean,2.888717126804152
tep,drift,gru_s2024,dynamics_idv13,grid_min,1.936511991117266
tep,drift,gru_s2024,dynamics_idv13,normalized_trapezoid,2.53845350759153
tep,drift,gru_s31337,dynamics_idv13,grid_mean,2.882195331337234
tep,drift,gru_s31337,dynamics_idv13,grid_min,1.935420471174018
tep,drift,gru_s31337,dynamics_idv13,normalized_trapezoid,2.5328644822566493
tep,drift,gru_s42,dynamics_idv13,grid_mean,2.892498515483779
tep,drift,gru_s42,dynamics_idv13,grid_min,1.9387931419953834
tep,drift,gru_s42,dynamics_idv13,normalized_trapezoid,2.5420023466706456
tep,drift,gru_s7,dynamics_idv13,grid_mean,2.900289089199762
tep,drift,gru_s7,dynamics_idv13,grid_min,1.9412065773247618
tep,drift,gru_s7,dynamics_idv13,normalized_trapezoid,2.547858453395933
tep,drift,mlp_s123,dynamics_idv13,grid_mean,2.8248392117333654
tep,drift,mlp_s123,dynamics_idv13,grid_min,1.9189331151137525
tep,drift,mlp_s123,dynamics_idv13,normalized_trapezoid,2.492450285658482
tep,drift,mlp_s2024,dynamics_idv13,grid_mean,2.800392629605267
tep,drift,mlp_s2024,dynamics_idv13,grid_min,1.9079300963201375
tep,drift,mlp_s2024,dynamics_idv13,normalized_trapezoid,2.474111342238974
tep,drift,mlp_s31337,dynamics_idv13,grid_mean,2.8577730295029946
tep,drift,mlp_s31337,dynamics_idv13,grid_min,1.931596541640464
tep,drift,mlp_s31337,dynamics_idv13,normalized_trapezoid,2.519164232517076
tep,drift,mlp_s42,dynamics_idv13,grid_mean,2.8006354212647206
tep,drift,mlp_s42,dynamics_idv13,grid_min,1.9078365364793688
tep,drift,mlp_s42,dynamics_idv13,normalized_trapezoid,2.4742639782851836
tep,drift,mlp_s7,dynamics_idv13,grid_mean,2.7990839317620324
tep,drift,mlp_s7,dynamics_idv13,grid_min,1.9138264040098663
tep,drift,mlp_s7,dynamics_idv13,normalized_trapezoid,2.4760520992652335
tep,drift,ridge,dynamics_idv13,grid_mean,2.851653045738394
tep,drift,ridge,dynamics_idv13,grid_min,1.927006362909691
tep,drift,ridge,dynamics_idv13,normalized_trapezoid,2.512175523477188
tep,ar1,gru_s123,dynamics_idv13,grid_mean,1.4569965134652385
tep,ar1,gru_s123,dynamics_idv13,grid_min,1.2186066468567107
tep,ar1,gru_s123,dynamics_idv13,normalized_trapezoid,1.3665134876297456
tep,ar1,gru_s2024,dynamics_idv13,grid_mean,1.4590447310274774
tep,ar1,gru_s2024,dynamics_idv13,grid_min,1.2204714810761546
tep,ar1,gru_s2024,dynamics_idv13,normalized_trapezoid,1.368669256755253
tep,ar1,gru_s31337,dynamics_idv13,grid_mean,1.4557927394784849
tep,ar1,gru_s31337,dynamics_idv13,grid_min,1.2197835592001887
tep,ar1,gru_s31337,dynamics_idv13,normalized_trapezoid,1.3657741038805027
tep,ar1,gru_s42,dynamics_idv13,grid_mean,1.4609591889383187
tep,ar1,gru_s42,dynamics_idv13,grid_min,1.2219091585103996
tep,ar1,gru_s42,dynamics_idv13,normalized_trapezoid,1.3705651266391012
tep,ar1,gru_s7,dynamics_idv13,grid_mean,1.4647851238921357
tep,ar1,gru_s7,dynamics_idv13,grid_min,1.223430207181639
tep,ar1,gru_s7,dynamics_idv13,normalized_trapezoid,1.3735864419158064
tep,ar1,mlp_s123,dynamics_idv13,grid_mean,1.4278091583521242
tep,ar1,mlp_s123,dynamics_idv13,grid_min,1.2093925324664514
tep,ar1,mlp_s123,dynamics_idv13,normalized_trapezoid,1.3450061475694586
tep,ar1,mlp_s2024,dynamics_idv13,grid_mean,1.415724805947824
tep,ar1,mlp_s2024,dynamics_idv13,grid_min,1.2024579662438046
tep,ar1,mlp_s2024,dynamics_idv13,normalized_trapezoid,1.3353399897699818
tep,ar1,mlp_s31337,dynamics_idv13,grid_mean,1.444184096888066
tep,ar1,mlp_s31337,dynamics_idv13,grid_min,1.217373557628933
tep,ar1,mlp_s31337,dynamics_idv13,normalized_trapezoid,1.3590326520779727
tep,ar1,mlp_s42,dynamics_idv13,grid_mean,1.4158633333925987
tep,ar1,mlp_s42,dynamics_idv13,grid_min,1.2023990008885908
tep,ar1,mlp_s42,dynamics_idv13,normalized_trapezoid,1.335447068256733
tep,ar1,mlp_s7,dynamics_idv13,grid_mean,1.4153645692620356
tep,ar1,mlp_s7,dynamics_idv13,grid_min,1.206174067880135
tep,ar1,mlp_s7,dynamics_idv13,normalized_trapezoid,1.3366893662293549
tep,ar1,ridge,dynamics_idv13,grid_mean,1.4409746624659383
tep,ar1,ridge,dynamics_idv13,grid_min,1.2144806335160705
tep,ar1,ridge,dynamics_idv13,normalized_trapezoid,1.355231461324814
tep,persistence,gru_s123,obs_bias,grid_mean,1.8090909030699938
tep,persistence,gru_s123,obs_bias,grid_min,1.1875007676966847
tep,persistence,gru_s123,obs_bias,normalized_trapezoid,1.6318492352203215
tep,persistence,gru_s2024,obs_bias,grid_mean,1.8483452951394628
tep,persistence,gru_s2024,obs_bias,grid_min,1.4551042233531795
tep,persistence,gru_s2024,obs_bias,normalized_trapezoid,1.701269617694073
tep,persistence,gru_s31337,obs_bias,grid_mean,1.8159010303576628
tep,persistence,gru_s31337,obs_bias,grid_min,1.3612549372838927
tep,persistence,gru_s31337,obs_bias,normalized_trapezoid,1.6400715579012248
tep,persistence,gru_s42,obs_bias,grid_mean,1.8013789516234255
tep,persistence,gru_s42,obs_bias,grid_min,1.3229692859850706
tep,persistence,gru_s42,obs_bias,normalized_trapezoid,1.6145056718080637
tep,persistence,gru_s7,obs_bias,grid_mean,1.818039165433282
tep,persistence,gru_s7,obs_bias,grid_min,1.3253170807338397
tep,persistence,gru_s7,obs_bias,normalized_trapezoid,1.6323206997662063
tep,persistence,mlp_s123,obs_bias,grid_mean,1.7318947096860913
tep,persistence,mlp_s123,obs_bias,grid_min,1.2253882778169214
tep,persistence,mlp_s123,obs_bias,normalized_trapezoid,1.5320997223368735
tep,persistence,mlp_s2024,obs_bias,grid_mean,1.7584702488685087
tep,persistence,mlp_s2024,obs_bias,grid_min,1.3213808640406777
tep,persistence,mlp_s2024,obs_bias,normalized_trapezoid,1.5945644397213434
tep,persistence,mlp_s31337,obs_bias,grid_mean,1.7571580653425924
tep,persistence,mlp_s31337,obs_bias,grid_min,1.280213734654677
tep,persistence,mlp_s31337,obs_bias,normalized_trapezoid,1.5632028235183073
tep,persistence,mlp_s42,obs_bias,grid_mean,1.7269932598516566
tep,persistence,mlp_s42,obs_bias,grid_min,1.2350030078227097
tep,persistence,mlp_s42,obs_bias,normalized_trapezoid,1.5395850056130893
tep,persistence,mlp_s7,obs_bias,grid_mean,1.7453313979608542
tep,persistence,mlp_s7,obs_bias,grid_min,1.31520864022784
tep,persistence,mlp_s7,obs_bias,normalized_trapezoid,1.5785580674493191
tep,persistence,ridge,obs_bias,grid_mean,1.6450055665255838
tep,persistence,ridge,obs_bias,grid_min,1.0137056557241957
tep,persistence,ridge,obs_bias,normalized_trapezoid,1.370448691739733
tep,history_mean,gru_s123,obs_bias,grid_mean,1.7863003928508594
tep,history_mean,gru_s123,obs_bias,grid_min,1.1891822318727319
tep,history_mean,gru_s123,obs_bias,normalized_trapezoid,1.6204045587262959
tep,history_mean,gru_s2024,obs_bias,grid_mean,1.8255299666401474
tep,history_mean,gru_s2024,obs_bias,grid_min,1.4571646057045349
tep,history_mean,gru_s2024,obs_bias,normalized_trapezoid,1.6897933003103605
