"system","reference","model","domain","severity","skill","ci_low","ci_high","reference_loss","model_loss","n_valid","panel","x"
"mbr","Persistence","Ridge","obs_noise",0.25,1.26996817274064,1.084830207183,1.48832012636233,170.525160257892,134.275144777756,72,"MBR: observation noise",0.25
"mbr","Persistence","Ridge","obs_noise",0.3,1.20206140452376,1.0341622583879,1.39889626429963,178.824403410999,148.764782512793,72,"MBR: observation noise",0.3
"mbr","Persistence","Ridge","obs_noise",0.4,1.09308839698612,0.954833257863478,1.25683013827542,196.576278280734,179.835664547111,72,"MBR: observation noise",0.4
"mbr","Persistence","Ridge","obs_noise",0.5,1.0130230644226,0.897013173064969,1.15300631096185,215.480774460811,212.710630220083,72,"MBR: observation noise",0.5
"mbr","Persistence","Ridge","obs_noise",0.6,0.953377991787314,0.852802081931903,1.076549964514,235.243186755687,246.747028756845,72,"MBR: observation noise",0.6
"mbr","Persistence","Ridge","obs_noise",0.8,0.872671618845814,0.791829744022703,0.967926576556645,276.631201282503,316.993466165855,72,"MBR: observation noise",0.8
"mbr","Persistence","Ridge","obs_noise",1,0.82210134526713,0.753200588859513,0.900527681578992,319.786730405323,388.986993205093,72,"MBR: observation noise",1
"mbr","History mean","GRU (seed 42)","obs_noise",0,3.68346505745909,3.37653259811056,3.97842242331328,138.896538177017,37.708118852858,72,"MBR: observation noise",0
"mbr","History mean","GRU (seed 42)","obs_noise",0.005,3.68555145759867,3.37954284521772,3.9799021114465,138.913731653697,37.6914372928621,72,"MBR: observation noise",0.005
"mbr","History mean","GRU (seed 42)","obs_noise",0.01,3.68013437424514,3.37824105415814,3.97245174738092,138.932724570546,37.7520792563569,72,"MBR: observation noise",0.01
"mbr","History mean","GRU (seed 42)","obs_noise",0.015,3.66747658451368,3.36787501241513,3.95725957089474,138.953505332699,37.8880415813547,72,"MBR: observation noise",0.015
"mbr","History mean","GRU (seed 42)","obs_noise",0.02,3.64805624657884,3.35323426713568,3.93740062435185,138.976060963557,38.0959205587604,72,"MBR: observation noise",0.02
