"system","reference","model","domain","severity","skill","ci_low","ci_high","reference_loss","model_loss","n_valid","panel","x"
"tep","Persistence","GRU (seed 42)","actuation_idv14",1,1.23847877156928,1.21611010197026,1.26020234633174,3.34825547023633,2.70352269824839,80,"TEP: valve sticking",1
"tep","Persistence","GRU (seed 42)","actuation_idv14",2,1.11610037592667,1.1048926418476,1.12665841322749,6.2547680863712,5.60412685210147,80,"TEP: valve sticking",2
"tep","Persistence","GRU (seed 42)","actuation_idv14",3,1.07619171536114,1.06894300994491,1.08326618890613,9.02756826778279,8.38843873161893,80,"TEP: valve sticking",3
"tep","Persistence","GRU (seed 42)","actuation_idv14",5,1.05047635839386,1.0456724424058,1.05520310634801,12.536964523048,11.9345518086828,80,"TEP: valve sticking",5
"tep","Persistence","GRU (seed 42)","actuation_idv14",8,1.03041762041733,1.02509107527073,1.03588334697823,15.5377818893543,15.0791112083868,80,"TEP: valve sticking",8
"tep","Persistence","Ridge","actuation_idv14",0,2.00306990143064,1.910100610093,2.10284993036006,1.30908275274108,0.653538227400901,80,"TEP: valve sticking",0
"tep","Persistence","Ridge","actuation_idv14",0.5,1.4963132048498,1.45469936164937,1.54058147388993,1.91653892432092,1.28084074785218,80,"TEP: valve sticking",0.5
"tep","Persistence","Ridge","actuation_idv14",1,1.3090409459112,1.27208805617087,1.34754943881378,3.34825547023633,2.55779277240689,80,"TEP: valve sticking",1
"tep","Persistence","Ridge","actuation_idv14",2,1.22504673452785,1.18899640016563,1.26039522690971,6.2547680863712,5.10573834457169,80,"TEP: valve sticking",2
"tep","Persistence","Ridge","actuation_idv14",3,1.20042035294414,1.17263554786137,1.22908029294593,9.02756826778279,7.52033922587352,80,"TEP: valve sticking",3
"tep","Persistence","Ridge","actuation_idv14",5,1.24036152130008,1.19954233435913,1.28195003330644,12.536964523048,10.1075084221473,80,"TEP: valve sticking",5
"tep","Persistence","Ridge","actuation_idv14",8,1.16791014314275,1.11962383986895,1.2162638532162,15.5377818893543,13.3039189535108,80,"TEP: valve sticking",8
"tep","History mean","GRU (seed 42)","actuation_idv14",0,1.99815998009782,1.88281288787521,2.11821759693046,1.28433444354487,0.642758566049346,80,"TEP: valve sticking",0
"tep","History mean","GRU (seed 42)","actuation_idv14",0.5,1.31358676241802,1.27094826556189,1.35997821308023,1.71017830373878,1.30191499539073,80,"TEP: valve sticking",0.5
"tep","History mean","GRU (seed 42)","actuation_idv14",1,1.03865764152884,1.02510504907096,1.05240696936489,2.80803450958237,2.70352269824839,80,"TEP: valve sticking",1
"tep","History mean","GRU (seed 42)","actuation_idv14",2,0.92837519282807,0.91093780983115,0.946051441835582,5.20273234695267,5.60412685210147,80,"TEP: valve sticking",2
"tep","History mean","GRU (seed 42)","actuation_idv14",3,0.899930138857402,0.884685049941163,0.915285557984776,7.54900883254263,8.38843873161893,80,"TEP: valve sticking",3
"tep","History mean","GRU (seed 42)","actuation_idv14",5,0.837748406789766,0.813856027814122,0.862544006608974,9.99815176347394,11.9345518086828,80,"TEP: valve sticking",5
"tep","History mean","GRU (seed 42)","actuation_idv14",8,0.850372471254404,0.819262855670219,0.882521274354457,12.8228610625959,15.0791112083868,80,"TEP: valve sticking",8
"tep","History mean","Ridge","actuation_idv14",0,1.96520171230476,1.84467103898591,2.08790012346872,1.28433444354487,0.653538227400901,80,"TEP: valve sticking",0
"tep","History mean","Ridge","actuation_idv14",0.5,1.33519979482737,1.28905756701472,1.38372652550986,1.71017830373878,1.28084074785218,80,"TEP: valve sticking",0.5
"tep","History mean","Ridge","actuation_idv14",1,1.09783503178016,1.08413919021098,1.1123871755641,2.80803450958237,2.55779277240689,80,"TEP: valve sticking",1
"tep","History mean","Ridge","actuation_idv14",2,1.01899705700432,1.01234326361112,1.02568981637798,5.20273234695267,5.10573834457169,80,"TEP: valve sticking",2
"tep","History mean","Ridge","actuation_idv14",3,1.00381227572427,0.998024603292063,1.00961352505804,7.54900883254263,7.52033922587352,80,"TEP: valve sticking",3
"tep","History mean","Ridge","actuation_idv14",5,0.989180651244005,0.983306705023872,0.995354133828558,9.99815176347394,10.1075084221473,80,"TEP: valve sticking",5
"tep","History mean","Ridge","actuation_idv14",8,0.963840888343061,0.957633210514931,0.970193340267837,12.8228610625959,13.3039189535108,80,"TEP: valve sticking",8
"tep","Drift","GRU (seed 42)","actuation_idv14",0,3.52823867813184,3.36564079406372,3.69112807772722,2.26780563343586,0.642758566049346,80,"TEP: valve sticking",0
"tep","Drift","GRU (seed 42)","actuation_idv14",0.5,2.38027445714147,2.29242810855102,2.47021941464815,3.09891500889802,1.30191499539073,80,"TEP: valve sticking",0.5
"tep","Drift","GRU (seed 42)","actuation_idv14",1,1.90339158848273,1.81972593087318,1.98526621204133,5.14586236311813,2.70352269824839,80,"TEP: valve sticking",1
"tep","Drift","GRU (seed 42)","actuation_idv14",2,1.63297989488104,1.56938083672242,1.69377657982657,9.15142647784465,5.60412685210147,80,"TEP: valve sticking",2
"tep","Drift","GRU (seed 42)","actuation_idv14",3,1.54000168183325,1.48723019369031,1.59221403693217,12.9182097546483,8.38843873161893,80,"TEP: valve sticking",3
"tep","Drift","GRU (seed 42)","actuation_idv14",5,1.57984531521355,1.52520710407107,1.63101486821456,18.8547457641209,11.9345518086828,80,"TEP: valve sticking",5
"tep","Drift","GRU (seed 42)","actuation_idv14",8,1.57509728073829,1.5074053935101,1.64399273754372,23.7510670602804,15.0791112083868,80,"TEP: valve sticking",8
"tep","Drift","Ridge","actuation_idv14",0,3.47004281976718,3.3065739243813,3.63908300656353,2.26780563343586,0.653538227400901,80,"TEP: valve sticking",0
"tep","Drift","Ridge","actuation_idv14",0.5,2.41943818081563,2.32206061919037,2.51892821935888,3.09891500889802,1.28084074785218,80,"TEP: valve sticking",0.5
"tep","Drift","Ridge","actuation_idv14",1,2.01183708806709,1.9044557728395,2.12146514616227,5.14586236311813,2.55779277240689,80,"TEP: valve sticking",1
"tep","Drift","Ridge","actuation_idv14",2,1.79238062357313,1.68820328805903,1.89406537556885,9.15142647784465,5.10573834457169,80,"TEP: valve sticking",2
"tep","Drift","Ridge","actuation_idv14",3,1.71776955355997,1.62999281121365,1.80635593201487,12.9182097546483,7.52033922587352,80,"TEP: valve sticking",3
"tep","Drift","Ridge","actuation_idv14",5,1.86541974308989,1.74789191693324,1.98233280414976,18.8547457641209,10.1075084221473,80,"TEP: valve sticking",5
"tep","Drift","Ridge","actuation_idv14",8,1.78526847188984,1.66499830285229,1.90891362759189,23.7510670602804,13.3039189535108,80,"TEP: valve sticking",8
"tep","AR(1)","GRU (seed 42)","actuation_idv14",0,1.62864516697355,1.55057760107763,1.71392124249678,1.04682563212712,0.642758566049346,80,"TEP: valve sticking",0
"tep","AR(1)","GRU (seed 42)","actuation_idv14",0.5,1.1830761263684,1.1566263327443,1.21186260247555,1.5402645496078,1.30191499539073,80,"TEP: valve sticking",0.5
"tep","AR(1)","GRU (seed 42)","actuation_idv14",1,1.00553244228409,0.99426913905215,1.01640646663196,2.71847978154019,2.70352269824839,80,"TEP: valve sticking",1
"tep","AR(1)","GRU (seed 42)","actuation_idv14",2,0.923136135606662,0.905671002302255,0.940865256486067,5.17337200569848,5.60412685210147,80,"TEP: valve sticking",2
"tep","AR(1)","GRU (seed 42)","actuation_idv14",3,0.900117531684097,0.884806051015145,0.91580800364497,7.55058076578811,8.38843873161893,80,"TEP: valve sticking",3
"tep","AR(1)","GRU (seed 42)","actuation_idv14",5,0.841533207773098,0.817258054734327,0.866729563817669,10.0433216668951,11.9345518086828,80,"TEP: valve sticking",5
"tep","AR(1)","GRU (seed 42)","actuation_idv14",8,0.857813317663939,0.826519482226884,0.890962195760062,12.9350624130898,15.0791112083868,80,"TEP: valve sticking",8
"tep","AR(1)","Ridge","actuation_idv14",0,1.60178179062349,1.51940006243594,1.68879730109988,1.04682563212712,0.653538227400901,80,"TEP: valve sticking",0
"tep","AR(1)","Ridge","actuation_idv14",0.5,1.20254180872262,1.17364759007558,1.23357031438302,1.5402645496078,1.28084074785218,80,"TEP: valve sticking",0.5
"tep","AR(1)","Ridge","actuation_idv14",1,1.06282252841855,1.05397276994634,1.07252802861485,2.71847978154019,2.55779277240689,80,"TEP: valve sticking",1
"tep","AR(1)","Ridge","actuation_idv14",2,1.0132465975658,1.00746026106716,1.01896763111285,5.17337200569848,5.10573834457169,80,"TEP: valve sticking",2
"tep","AR(1)","Ridge","actuation_idv14",3,1.00402129997149,0.99815431741416,1.00975240073614,7.55058076578811,7.52033922587352,80,"TEP: valve sticking",3
"tep","AR(1)","Ridge","actuation_idv14",5,0.993649596659094,0.987521142793184,0.999889411474512,10.0433216668951,10.1075084221473,80,"TEP: valve sticking",5
"tep","AR(1)","Ridge","actuation_idv14",8,0.972274595049031,0.966382506056086,0.978563422037187,12.9350624130898,13.3039189535108,80,"TEP: valve sticking",8
"tep","Persistence","GRU (seed 42)","regime_setpt18",0,2.03666325411613,1.94530679251196,2.13223489457426,1.30908275274108,0.642758566049346,80,"TEP: setpoint shift",0
"tep","Persistence","GRU (seed 42)","regime_setpt18",0.25,0.555126701842278,0.524365844039596,0.586275967287389,1.380705821374,2.48719043200752,80,"TEP: setpoint shift",2.5
"tep","Persistence","GRU (seed 42)","regime_setpt18",0.5,0.602023765582999,0.570231298517555,0.633818128535721,1.30917972547797,2.17463130248714,80,"TEP: setpoint shift",5
"tep","Persistence","GRU (seed 42)","regime_setpt18",1,0.620681414111263,0.599577093129474,0.640973906147241,1.84515500350094,2.97278919837315,80,"TEP: setpoint shift",10
"tep","Persistence","Ridge","regime_setpt18",0,2.00306990143064,1.910100610093,2.10284993036006,1.30908275274108,0.653538227400901,80,"TEP: setpoint shift",0
"tep","Persistence","Ridge","regime_setpt18",0.25,0.057416829497926,0.0543206900859455,0.0605450753844774,1.380705821374,24.0470578652184,80,"TEP: setpoint shift",2.5
"tep","Persistence","Ridge","regime_setpt18",0.5,0.0272250954985544,0.0258271383128662,0.0286167810305559,1.30917972547797,48.0872408894757,80,"TEP: setpoint shift",5
"tep","Persistence","Ridge","regime_setpt18",1,0.0192062179563756,0.0179919425427033,0.0204767836075348,1.84515500350094,96.0707104174268,80,"TEP: setpoint shift",10
"tep","History mean","GRU (seed 42)","regime_setpt18",0,1.99815998009782,1.88281288787521,2.11821759693046,1.28433444354487,0.642758566049346,80,"TEP: setpoint shift",0
"tep","History mean","GRU (seed 42)","regime_setpt18",0.25,0.55564825822132,0.518469091349615,0.593493169643792,1.38200303140971,2.48719043200752,80,"TEP: setpoint shift",2.5
"tep","History mean","GRU (seed 42)","regime_setpt18",0.5,0.591019185579884,0.550289433290581,0.630873378077925,1.28524882133247,2.17463130248714,80,"TEP: setpoint shift",5
"tep","History mean","GRU (seed 42)","regime_setpt18",1,0.626448530234975,0.5990774757637,0.654257003670427,1.86229942401927,2.97278919837315,80,"TEP: setpoint shift",10
"tep","History mean","Ridge","regime_setpt18",0,1.96520171230476,1.84467103898591,2.08790012346872,1.28433444354487,0.653538227400901,80,"TEP: setpoint shift",0
"tep","History mean","Ridge","regime_setpt18",0.25,0.0574707741444178,0.0535628237202585,0.0614814593162286,1.38200303140971,24.0470578652184,80,"TEP: setpoint shift",2.5
"tep","History mean","Ridge","regime_setpt18",0.5,0.0267274394945325,0.0249552359777129,0.0285476987426638,1.28524882133247,48.0872408894757,80,"TEP: setpoint shift",5
"tep","History mean","Ridge","regime_setpt18",1,0.0193846742251368,0.0182499952932025,0.0206159284303075,1.86229942401927,96.0707104174268,80,"TEP: setpoint shift",10
"tep","Drift","GRU (seed 42)","regime_setpt18",0,3.52823867813184,3.36564079406372,3.69112807772722,2.26780563343586,0.642758566049346,80,"TEP: setpoint shift",0
"tep","Drift","GRU (seed 42)","regime_setpt18",0.25,0.943362007991587,0.897509806062327,0.995149234155097,2.34632096019607,2.48719043200752,80,"TEP: setpoint shift",2.5
"tep","Drift","GRU (seed 42)","regime_setpt18",0.5,1.04148713447345,0.987183733058662,1.10027440824659,2.2648505237636,2.17463130248714,80,"TEP: setpoint shift",5
"tep","Drift","GRU (seed 42)","regime_setpt18",1,1.13773890225691,1.07993329737729,1.19766223786015,3.38225791919827,2.97278919837315,80,"TEP: setpoint shift",10
"tep","Drift","Ridge","regime_setpt18",0,3.47004281976718,3.3065739243813,3.63908300656353,2.26780563343586,0.653538227400901,80,"TEP: setpoint shift",0
"tep","Drift","Ridge","regime_setpt18",0.25,0.0975720594738448,0.0930944487436621,0.102264837645736,2.34632096019607,24.0470578652184,80,"TEP: setpoint shift",2.5
"tep","Drift","Ridge","regime_setpt18",0.5,0.0470987830008621,0.0449790474990957,0.0491911088501375,2.2648505237636,48.0872408894757,80,"TEP: setpoint shift",5
"tep","Drift","Ridge","regime_setpt18",1,0.0352059218101165,0.0324947231434557,0.0381815841675574,3.38225791919827,96.0707104174268,80,"TEP: setpoint shift",10
"tep","AR(1)","GRU (seed 42)","regime_setpt18",0,1.62864516697355,1.55057760107763,1.71392124249678,1.04682563212712,0.642758566049346,80,"TEP: setpoint shift",0
"tep","AR(1)","GRU (seed 42)","regime_setpt18",0.25,9.26367083884006,8.91475886778905,9.65641605830231,23.0405134756301,2.48719043200752,80,"TEP: setpoint shift",2.5
"tep","AR(1)","GRU (seed 42)","regime_setpt18",0.5,21.1625301154292,20.4101101025623,21.9790031246413,46.0207004288392,2.17463130248714,80,"TEP: setpoint shift",5
"tep","AR(1)","GRU (seed 42)","regime_setpt18",1,30.992629235854,29.8068884972781,32.1855061332141,92.1345534215309,2.97278919837315,80,"TEP: setpoint shift",10
"tep","AR(1)","Ridge","regime_setpt18",0,1.60178179062349,1.51940006243594,1.68879730109988,1.04682563212712,0.653538227400901,80,"TEP: setpoint shift",0
"tep","AR(1)","Ridge","regime_setpt18",0.25,0.958142721856873,0.957291960748818,0.959020167883962,23.0405134756301,24.0470578652184,80,"TEP: setpoint shift",2.5
"tep","AR(1)","Ridge","regime_setpt18",0.5,0.957025181266143,0.956689323781103,0.957377803524449,46.0207004288392,48.0872408894757,80,"TEP: setpoint shift",5
"tep","AR(1)","Ridge","regime_setpt18",1,0.959028542843148,0.958851101072364,0.959196050545113,92.1345534215309,96.0707104174268,80,"TEP: setpoint shift",10
