system,reference,model,domain,crossing,bracket_low,bracket_high,status,last_valid,bootstrap_no_crossing_fraction,conditional_ci_low,conditional_ci_high
tep,history_mean,mlp_s31337,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,mlp_s42,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,mlp_s7,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,ridge,obs_bias,,,,no_crossing_in_valid_grid,2.0,0.892,1.8629995678117113,1.9987929078954259
tep,drift,gru_s123,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s2024,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s31337,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s42,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s7,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s123,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s2024,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s31337,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s42,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s7,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,ridge,obs_bias,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,gru_s123,obs_bias,1.5602131554768264,1.3,1.6,observed_crossing,2.0,0.0,1.4408264072714698,1.665818350205895
tep,ar1,gru_s2024,obs_bias,1.9965844104072485,1.6,2.0,observed_crossing,2.0,0.47050000000000003,1.80160333319342,1.9966120803088068
tep,ar1,gru_s31337,obs_bias,1.6040926150576609,1.6,2.0,observed_crossing,2.0,0.0,1.438145457192918,1.818524354266327
tep,ar1,gru_s42,obs_bias,1.497709894810331,1.3,1.6,observed_crossing,2.0,0.0,1.3449591154903773,1.6577848883714357
tep,ar1,gru_s7,obs_bias,1.528517038892947,1.3,1.6,observed_crossing,2.0,0.0,1.3643197615349683,1.702745426393058
tep,ar1,mlp_s123,obs_bias,1.241215793330435,1.0,1.3,observed_crossing,2.0,0.0,1.1138063717644808,1.3732098559354537
tep,ar1,mlp_s2024,obs_bias,1.481247903945122,1.3,1.6,observed_crossing,2.0,0.0,1.312254970813946,1.6490801262726016
tep,ar1,mlp_s31337,obs_bias,1.3340686710969694,1.3,1.6,observed_crossing,2.0,0.0,1.2011011784896786,1.4945687522321058
tep,ar1,mlp_s42,obs_bias,1.2771271388595409,1.0,1.3,observed_crossing,2.0,0.0,1.144877165708937,1.4336144175665178
tep,ar1,mlp_s7,obs_bias,1.4423786926068378,1.3,1.6,observed_crossing,2.0,0.0,1.2730209602805165,1.5999022983916888
tep,ar1,ridge,obs_bias,0.8818474822146264,0.7,1.0,observed_crossing,2.0,0.0,0.8015049787494718,0.9555235789002506
tep,persistence,gru_s123,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,gru_s2024,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,gru_s31337,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,gru_s42,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,gru_s7,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s123,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s2024,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s31337,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s42,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s7,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,ridge,obs_noise,1.078062338310138,1.0,1.3,observed_crossing,2.0,0.0,0.9633308957329372,1.2112484384415299
tep,history_mean,gru_s123,obs_noise,1.576920423163911,1.3,1.6,observed_crossing,2.0,0.0,1.4443314739267317,1.72364360994448
tep,history_mean,gru_s2024,obs_noise,1.5693091426458035,1.3,1.6,observed_crossing,2.0,0.0,1.4328254284130388,1.7122898593708282
tep,history_mean,gru_s31337,obs_noise,1.6028602131525729,1.6,2.0,observed_crossing,2.0,0.0,1.4682968292269194,1.753665755273403
tep,history_mean,gru_s42,obs_noise,1.5239374134445653,1.3,1.6,observed_crossing,2.0,0.0,1.3814452995881235,1.665670197934564
tep,history_mean,gru_s7,obs_noise,1.5579520651283323,1.3,1.6,observed_crossing,2.0,0.0,1.4154311286746197,1.700555134782834
tep,history_mean,mlp_s123,obs_noise,1.2823498384861207,1.0,1.3,observed_crossing,2.0,0.0,1.164010138974362,1.4174542953769527
tep,history_mean,mlp_s2024,obs_noise,1.3597685076878294,1.3,1.6,observed_crossing,2.0,0.0,1.2348144201691678,1.4923435111712724
tep,history_mean,mlp_s31337,obs_noise,1.3066661009313338,1.3,1.6,observed_crossing,2.0,0.0,1.1903090753221568,1.4409441338811795
tep,history_mean,mlp_s42,obs_noise,1.3220969826313262,1.3,1.6,observed_crossing,2.0,0.0,1.1970433742428228,1.4601723705083227
tep,history_mean,mlp_s7,obs_noise,1.359060551951181,1.3,1.6,observed_crossing,2.0,0.0,1.2290335473935108,1.4935001861813104
tep,history_mean,ridge,obs_noise,0.7685003792011575,0.7,1.0,observed_crossing,2.0,0.0,0.688406702706828,0.847343204020764
tep,drift,gru_s123,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s2024,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s31337,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s42,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s7,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s123,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s2024,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s31337,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s42,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s7,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,ridge,obs_noise,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,gru_s123,obs_noise,,,,no_crossing_in_valid_grid,2.0,0.5335,1.762175764155084,1.9969176521028031
tep,ar1,gru_s2024,obs_noise,,,,no_crossing_in_valid_grid,2.0,0.5075000000000001,1.7493219937542255,1.9962607960901895
tep,ar1,gru_s31337,obs_noise,,,,no_crossing_in_valid_grid,2.0,0.76,1.7977138339524992,1.9965504755774732
tep,ar1,gru_s42,obs_noise,1.8604661875666957,1.6,2.0,observed_crossing,2.0,0.10399999999999998,1.6137139321900318,1.9876444577918033
tep,ar1,gru_s7,obs_noise,1.960236107874535,1.6,2.0,observed_crossing,2.0,0.36150000000000004,1.7255254264485638,1.9954415294665817
tep,ar1,mlp_s123,obs_noise,1.293621524087115,1.0,1.3,observed_crossing,2.0,0.0,1.1499526661287813,1.4696485414134486
tep,ar1,mlp_s2024,obs_noise,1.455824692678665,1.3,1.6,observed_crossing,2.0,0.0,1.2751002298181027,1.6220776177626695
tep,ar1,mlp_s31337,obs_noise,1.3482857590446649,1.3,1.6,observed_crossing,2.0,0.0,1.1979086684696358,1.5176627503574742
tep,ar1,mlp_s42,obs_noise,1.3797079936755907,1.3,1.6,observed_crossing,2.0,0.0,1.2108893345580005,1.5539423326572317
tep,ar1,mlp_s7,obs_noise,1.4542086316838343,1.3,1.6,observed_crossing,2.0,0.0,1.2711493419928108,1.6314958944649016
tep,ar1,ridge,obs_noise,0.6215481703382018,0.5,0.7,observed_crossing,2.0,0.0,0.5589677217977826,0.6816474585225301
tep,persistence,gru_s123,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,gru_s2024,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,gru_s31337,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,gru_s42,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,gru_s7,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s123,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s2024,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s31337,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s42,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,mlp_s7,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,ridge,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,gru_s123,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,gru_s2024,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,gru_s31337,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,gru_s42,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,gru_s7,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,mlp_s123,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,mlp_s2024,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,mlp_s31337,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,mlp_s42,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,mlp_s7,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,history_mean,ridge,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s123,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s2024,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s31337,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s42,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,gru_s7,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s123,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s2024,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s31337,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s42,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,mlp_s7,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,drift,ridge,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,gru_s123,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,gru_s2024,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,gru_s31337,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,gru_s42,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,gru_s7,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,mlp_s123,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,mlp_s2024,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,mlp_s31337,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,mlp_s42,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,mlp_s7,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,ar1,ridge,process_idv1,,,,no_crossing_in_valid_grid,2.0,1.0,,
tep,persistence,gru_s123,regime_setpt18,0.18798181913140152,0.0,0.25,observed_crossing,1.0,0.0,0.18032053662976402,0.19541237064062789
tep,persistence,gru_s2024,regime_setpt18,0.18293118703868885,0.0,0.25,observed_crossing,1.0,0.0,0.17530506224667455,0.19035846998910871
tep,persistence,gru_s31337,regime_setpt18,0.19341351404160986,0.0,0.25,observed_crossing,1.0,0.0,0.18600099659476058,0.20080846387338436
tep,persistence,gru_s42,regime_setpt18,0.1749304214811756,0.0,0.25,observed_crossing,1.0,0.0,0.1677399752804141,0.181787087870219
tep,persistence,gru_s7,regime_setpt18,0.18132790824513148,0.0,0.25,observed_crossing,1.0,0.0,0.1732083226989259,0.18923754363754905
tep,persistence,mlp_s123,regime_setpt18,0.12773969859101286,0.0,0.25,observed_crossing,1.0,0.0,0.12140783634539457,0.13383910154563794
tep,persistence,mlp_s2024,regime_setpt18,0.12658285584221582,0.0,0.25,observed_crossing,1.0,0.0,0.12045845243611639,0.13273411645808508
tep,persistence,mlp_s31337,regime_setpt18,0.12909408944736794,0.0,0.25,observed_crossing,1.0,0.0,0.12291870364143163,0.1347850849881589
tep,persistence,mlp_s42,regime_setpt18,0.12628007104121544,0.0,0.25,observed_crossing,1.0,0.0,0.11993433513696272,0.13234937770520308
tep,persistence,mlp_s7,regime_setpt18,0.12604847992975965,0.0,0.25,observed_crossing,1.0,0.0,0.11938355275918887,0.13238924556628762
tep,persistence,ridge,regime_setpt18,0.12888601723253806,0.0,0.25,observed_crossing,1.0,0.0,0.12266094990266214,0.13492703132895573
tep,history_mean,gru_s123,regime_setpt18,0.18628188253292374,0.0,0.25,observed_crossing,1.0,0.0,0.17638920542561218,0.1959271948483506
tep,history_mean,gru_s2024,regime_setpt18,0.18113172000766162,0.0,0.25,observed_crossing,1.0,0.0,0.17101184625199292,0.19091864661669758
tep,history_mean,gru_s31337,regime_setpt18,0.19183357703680123,0.0,0.25,observed_crossing,1.0,0.0,0.1818090680057766,0.20138973266270646
tep,history_mean,gru_s42,regime_setpt18,0.17298992530877996,0.0,0.25,observed_crossing,1.0,0.0,0.16331858405331362,0.18194239252049615
tep,history_mean,gru_s7,regime_setpt18,0.1795046833730926,0.0,0.25,observed_crossing,1.0,0.0,0.16921330520979697,0.18937644153209238
tep,history_mean,mlp_s123,regime_setpt18,0.12531001456249086,0.0,0.25,observed_crossing,1.0,0.0,0.1168469128477093,0.1331529243568837
tep,history_mean,mlp_s2024,regime_setpt18,0.12412081239424343,0.0,0.25,observed_crossing,1.0,0.0,0.11593032238816549,0.13181848355860512
tep,history_mean,mlp_s31337,regime_setpt18,0.12669191640416477,0.0,0.25,observed_crossing,1.0,0.0,0.11850613117767504,0.134263744717737
tep,history_mean,mlp_s42,regime_setpt18,0.12382116797679152,0.0,0.25,observed_crossing,1.0,0.0,0.11536904673638493,0.13167498383071513
tep,history_mean,mlp_s7,regime_setpt18,0.12357906761057488,0.0,0.25,observed_crossing,1.0,0.0,0.11485636223166977,0.1316198429586755
tep,history_mean,ridge,regime_setpt18,0.12648556630783583,0.0,0.25,observed_crossing,1.0,0.0,0.11803905826249374,0.13409197400215744
tep,drift,gru_s123,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,drift,gru_s2024,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,0.9795,0.24742637617368074,0.2499205657424801
tep,drift,gru_s31337,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,drift,gru_s42,regime_setpt18,0.24452217656429429,0.0,0.25,observed_crossing,1.0,0.021499999999999964,0.2399131715009973,0.24875752402199003
tep,drift,gru_s7,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,0.7865,0.2446531373220245,0.24995683862972504
tep,drift,mlp_s123,regime_setpt18,0.18273032084322627,0.0,0.25,observed_crossing,1.0,0.0,0.17915517003524137,0.18607659535019513
tep,drift,mlp_s2024,regime_setpt18,0.1824743396185944,0.0,0.25,observed_crossing,1.0,0.0,0.1788754592125324,0.18582492953852453
tep,drift,mlp_s31337,regime_setpt18,0.18348860232851977,0.0,0.25,observed_crossing,1.0,0.0,0.1799904725552843,0.1867343575835342
tep,drift,mlp_s42,regime_setpt18,0.18189354187649642,0.0,0.25,observed_crossing,1.0,0.0,0.1782912758529123,0.1852633212806762
tep,drift,mlp_s7,regime_setpt18,0.182019468436977,0.0,0.25,observed_crossing,1.0,0.0,0.1782843573854573,0.18546439436602427
tep,drift,ridge,regime_setpt18,0.18310335324837157,0.0,0.25,observed_crossing,1.0,0.0,0.1794942158263858,0.18647519230986925
tep,ar1,gru_s123,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,gru_s2024,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,gru_s31337,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,gru_s42,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,gru_s7,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,mlp_s123,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,mlp_s2024,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,mlp_s31337,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,mlp_s42,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,mlp_s7,regime_setpt18,,,,no_crossing_in_valid_grid,1.0,1.0,,
tep,ar1,ridge,regime_setpt18,0.23374194475821033,0.0,0.25,observed_crossing,1.0,0.0,0.23127854666992018,0.23574202311143094
